id,cpu,memory,demand_time,start_time,end_time,is_run,bid,reserve
179,5,11,3,-1,-1,-1,29.0,-1
180,2,2,1,-1,-1,-1,8.16,-1
181,1,11,3,-1,-1,-1,17.48,-1
182,6,12,3,-1,-1,-1,32.34,-1
183,7,14,4,-1,-1,-1,41.97,-1
184,3,16,4,-1,-1,-1,31.5,-1
185,5,11,3,-1,-1,-1,28.13,-1
186,2,16,4,-1,-1,-1,28.42,-1
187,7,15,4,-1,-1,-1,38.8,-1
188,1,14,4,-1,-1,-1,22.32,-1
189,5,12,3,-1,-1,-1,32.02,-1
190,2,4,1,-1,-1,-1,11.33,-1
191,2,13,4,-1,-1,-1,23.77,-1
192,4,15,4,-1,-1,-1,34.12,-1
193,5,11,3,-1,-1,-1,26.68,-1
194,7,12,3,-1,-1,-1,36.21,-1
195,6,13,4,-1,-1,-1,33.81,-1
196,8,13,4,-1,-1,-1,42.27,-1
197,5,13,4,-1,-1,-1,33.92,-1
198,6,13,4,-1,-1,-1,36.57,-1
199,5,12,3,-1,-1,-1,32.94,-1
200,4,5,2,-1,-1,-1,18.2,-1
201,1,15,4,-1,-1,-1,25.75,-1
202,4,16,4,-1,-1,-1,34.68,-1
203,7,12,3,-1,-1,-1,31.95,-1
204,2,15,4,-1,-1,-1,26.95,-1
205,8,12,3,-1,-1,-1,40.28,-1
206,8,15,4,-1,-1,-1,44.62,-1
207,8,12,3,-1,-1,-1,40.66,-1
208,8,15,4,-1,-1,-1,45.48,-1
209,2,16,4,-1,-1,-1,27.84,-1
210,3,3,1,-1,-1,-1,12.48,-1
211,8,15,4,-1,-1,-1,39.1,-1
212,3,14,4,-1,-1,-1,28.79,-1
213,5,14,4,-1,-1,-1,32.49,-1
214,7,14,4,-1,-1,-1,37.73,-1
215,2,12,3,-1,-1,-1,25.07,-1
216,4,15,4,-1,-1,-1,34.12,-1
217,4,12,3,-1,-1,-1,26.04,-1
218,3,13,4,-1,-1,-1,25.65,-1
219,3,13,4,-1,-1,-1,25.65,-1
220,1,1,1,-1,-1,-1,4.16,-1
221,8,16,4,-1,-1,-1,42.68,-1
222,8,16,4,-1,-1,-1,47.08,-1
223,8,14,4,-1,-1,-1,44.28,-1
224,6,16,4,-1,-1,-1,37.83,-1
225,3,14,4,-1,-1,-1,27.64,-1
226,7,14,4,-1,-1,-1,35.8,-1
227,6,16,4,-1,-1,-1,37.83,-1
228,8,16,4,-1,-1,-1,47.08,-1
229,1,13,4,-1,-1,-1,21.34,-1
230,3,4,1,-1,-1,-1,13.09,-1
231,4,15,4,-1,-1,-1,35.43,-1
232,7,12,3,-1,-1,-1,33.73,-1
233,7,14,4,-1,-1,-1,36.19,-1
234,4,12,3,-1,-1,-1,27.44,-1
235,8,12,3,-1,-1,-1,37.24,-1
236,6,14,4,-1,-1,-1,33.84,-1
237,5,15,4,-1,-1,-1,35.7,-1
238,1,12,3,-1,-1,-1,21.12,-1
239,7,16,4,-1,-1,-1,43.16,-1
240,4,3,1,-1,-1,-1,13.63,-1
241,3,12,3,-1,-1,-1,28.05,-1
242,7,11,3,-1,-1,-1,36.04,-1
243,8,12,3,-1,-1,-1,39.14,-1
244,8,16,4,-1,-1,-1,41.8,-1
245,4,13,4,-1,-1,-1,31.86,-1
246,7,11,3,-1,-1,-1,32.98,-1
247,4,11,3,-1,-1,-1,27.3,-1
248,1,12,3,-1,-1,-1,21.12,-1
249,6,11,3,-1,-1,-1,32.45,-1
250,2,2,1,-1,-1,-1,7.84,-1
251,5,11,3,-1,-1,-1,28.42,-1
252,1,16,4,-1,-1,-1,25.7,-1
253,2,13,4,-1,-1,-1,23.52,-1
254,2,12,3,-1,-1,-1,24.61,-1
255,8,15,4,-1,-1,-1,39.52,-1
256,8,13,4,-1,-1,-1,37.92,-1
257,8,14,4,-1,-1,-1,43.87,-1
258,4,16,4,-1,-1,-1,34.68,-1
259,2,13,4,-1,-1,-1,22.3,-1
260,2,8,2,-1,-1,-1,18.53,-1
261,5,15,4,-1,-1,-1,31.85,-1
262,5,14,4,-1,-1,-1,31.49,-1
263,5,11,3,-1,-1,-1,29.0,-1
264,5,11,3,-1,-1,-1,28.71,-1
265,2,14,4,-1,-1,-1,24.7,-1
266,1,12,3,-1,-1,-1,20.71,-1
267,3,16,4,-1,-1,-1,34.65,-1
268,5,13,4,-1,-1,-1,33.6,-1
269,4,12,3,-1,-1,-1,27.44,-1
270,4,6,2,-1,-1,-1,19.19,-1
271,5,16,4,-1,-1,-1,36.5,-1
272,5,14,4,-1,-1,-1,30.48,-1
273,3,16,4,-1,-1,-1,29.61,-1
274,3,16,4,-1,-1,-1,31.18,-1
275,2,11,3,-1,-1,-1,23.65,-1
276,8,13,4,-1,-1,-1,41.87,-1
277,5,14,4,-1,-1,-1,36.85,-1
278,6,12,3,-1,-1,-1,31.35,-1
279,6,13,4,-1,-1,-1,33.81,-1
280,1,6,2,-1,-1,-1,10.92,-1
281,1,11,3,-1,-1,-1,17.86,-1
282,3,11,3,-1,-1,-1,25.92,-1
283,6,11,3,-1,-1,-1,33.08,-1
284,5,15,4,-1,-1,-1,33.95,-1
285,8,14,4,-1,-1,-1,40.59,-1
286,5,16,4,-1,-1,-1,33.22,-1
287,8,14,4,-1,-1,-1,38.13,-1
288,8,14,4,-1,-1,-1,42.64,-1
289,6,13,4,-1,-1,-1,34.16,-1
290,1,6,2,-1,-1,-1,12.19,-1
291,7,16,4,-1,-1,-1,41.91,-1
292,6,16,4,-1,-1,-1,37.83,-1
293,4,16,4,-1,-1,-1,33.66,-1
294,1,12,3,-1,-1,-1,18.45,-1
295,2,16,4,-1,-1,-1,28.42,-1
296,3,16,4,-1,-1,-1,28.98,-1
297,5,13,4,-1,-1,-1,29.12,-1
298,6,12,3,-1,-1,-1,34.32,-1
299,1,12,3,-1,-1,-1,19.07,-1
300,2,5,2,-1,-1,-1,11.88,-1
301,3,14,4,-1,-1,-1,30.21,-1
302,7,12,3,-1,-1,-1,37.63,-1
303,2,11,3,-1,-1,-1,21.5,-1
304,4,13,4,-1,-1,-1,30.68,-1
305,8,12,3,-1,-1,-1,41.8,-1
306,1,14,4,-1,-1,-1,24.91,-1
307,7,11,3,-1,-1,-1,35.36,-1
308,1,13,4,-1,-1,-1,22.0,-1
309,2,15,4,-1,-1,-1,29.98,-1
310,2,8,2,-1,-1,-1,15.98,-1
311,8,14,4,-1,-1,-1,37.72,-1
312,8,15,4,-1,-1,-1,44.62,-1
313,7,16,4,-1,-1,-1,41.09,-1
314,6,15,4,-1,-1,-1,37.5,-1
315,3,15,4,-1,-1,-1,29.4,-1
316,6,13,4,-1,-1,-1,33.46,-1
317,1,15,4,-1,-1,-1,24.5,-1
318,2,11,3,-1,-1,-1,20.21,-1
319,5,15,4,-1,-1,-1,36.75,-1
320,4,7,2,-1,-1,-1,19.47,-1
321,7,14,4,-1,-1,-1,40.04,-1
322,8,11,3,-1,-1,-1,39.42,-1
323,5,15,4,-1,-1,-1,33.6,-1
324,7,16,4,-1,-1,-1,40.67,-1
325,4,14,4,-1,-1,-1,32.24,-1
326,2,11,3,-1,-1,-1,20.43,-1
327,1,14,4,-1,-1,-1,22.09,-1
328,3,16,4,-1,-1,-1,32.13,-1
329,1,15,4,-1,-1,-1,25.75,-1
330,3,8,2,-1,-1,-1,18.72,-1
331,7,14,4,-1,-1,-1,39.27,-1
332,5,12,3,-1,-1,-1,28.97,-1
333,6,13,4,-1,-1,-1,32.43,-1
334,6,15,4,-1,-1,-1,41.25,-1
335,7,15,4,-1,-1,-1,36.0,-1
336,3,12,3,-1,-1,-1,22.95,-1
337,8,16,4,-1,-1,-1,43.12,-1
338,1,16,4,-1,-1,-1,25.97,-1
339,6,16,4,-1,-1,-1,37.44,-1
340,3,6,2,-1,-1,-1,17.16,-1
341,6,13,4,-1,-1,-1,36.57,-1
342,1,11,3,-1,-1,-1,19.95,-1
343,6,14,4,-1,-1,-1,33.48,-1
344,1,16,4,-1,-1,-1,28.09,-1
345,2,12,3,-1,-1,-1,21.16,-1
346,3,15,4,-1,-1,-1,31.8,-1
347,8,15,4,-1,-1,-1,40.8,-1
348,4,14,4,-1,-1,-1,33.48,-1
349,6,12,3,-1,-1,-1,34.65,-1
350,2,6,2,-1,-1,-1,13.72,-1
351,8,14,4,-1,-1,-1,43.87,-1
352,5,16,4,-1,-1,-1,32.85,-1
353,6,16,4,-1,-1,-1,38.61,-1
354,4,14,4,-1,-1,-1,30.38,-1
355,4,12,3,-1,-1,-1,28.84,-1
356,4,14,4,-1,-1,-1,34.1,-1
357,5,11,3,-1,-1,-1,27.84,-1
358,5,11,3,-1,-1,-1,27.26,-1
359,7,16,4,-1,-1,-1,37.77,-1
360,1,7,2,-1,-1,-1,11.83,-1
361,4,11,3,-1,-1,-1,27.03,-1
362,7,14,4,-1,-1,-1,39.27,-1
363,4,12,3,-1,-1,-1,28.84,-1
364,1,14,4,-1,-1,-1,21.39,-1
365,8,13,4,-1,-1,-1,35.95,-1
366,1,13,4,-1,-1,-1,21.56,-1
367,5,15,4,-1,-1,-1,31.85,-1
368,2,12,3,-1,-1,-1,23.23,-1
369,3,12,3,-1,-1,-1,25.25,-1
370,3,2,1,-1,-1,-1,10.08,-1
371,7,15,4,-1,-1,-1,40.8,-1
372,5,16,4,-1,-1,-1,34.67,-1
373,5,15,4,-1,-1,-1,32.9,-1
374,2,16,4,-1,-1,-1,26.39,-1
375,5,11,3,-1,-1,-1,29.87,-1
376,4,12,3,-1,-1,-1,26.6,-1
377,7,16,4,-1,-1,-1,41.09,-1
378,7,13,4,-1,-1,-1,37.37,-1
379,5,13,4,-1,-1,-1,32.96,-1
380,1,7,2,-1,-1,-1,12.22,-1
381,5,12,3,-1,-1,-1,32.33,-1
382,5,12,3,-1,-1,-1,28.06,-1
383,1,13,4,-1,-1,-1,21.78,-1
384,3,16,4,-1,-1,-1,32.13,-1
385,3,12,3,-1,-1,-1,27.03,-1
386,8,13,4,-1,-1,-1,38.31,-1
387,2,14,4,-1,-1,-1,27.3,-1
388,8,16,4,-1,-1,-1,45.76,-1
389,6,16,4,-1,-1,-1,36.27,-1
390,1,5,2,-1,-1,-1,9.5,-1
391,3,15,4,-1,-1,-1,28.8,-1
392,3,12,3,-1,-1,-1,25.75,-1
393,3,14,4,-1,-1,-1,30.21,-1
394,4,14,4,-1,-1,-1,34.1,-1
395,1,14,4,-1,-1,-1,22.79,-1
396,8,15,4,-1,-1,-1,38.25,-1
397,4,14,4,-1,-1,-1,28.52,-1
398,2,16,4,-1,-1,-1,30.45,-1
399,3,11,3,-1,-1,-1,22.32,-1
400,1,3,1,-1,-1,-1,6.44,-1
401,6,12,3,-1,-1,-1,33.33,-1
402,8,13,4,-1,-1,-1,37.52,-1
403,7,14,4,-1,-1,-1,40.81,-1
404,4,14,4,-1,-1,-1,33.48,-1
405,7,14,4,-1,-1,-1,40.43,-1
406,1,12,3,-1,-1,-1,19.88,-1
407,6,11,3,-1,-1,-1,28.98,-1
408,7,13,4,-1,-1,-1,36.26,-1
409,5,12,3,-1,-1,-1,31.41,-1
410,4,2,1,-1,-1,-1,11.83,-1
411,5,12,3,-1,-1,-1,30.8,-1
412,1,11,3,-1,-1,-1,19.95,-1
413,1,16,4,-1,-1,-1,25.17,-1
414,5,13,4,-1,-1,-1,32.96,-1
415,7,13,4,-1,-1,-1,35.52,-1
416,4,16,4,-1,-1,-1,32.98,-1
417,1,14,4,-1,-1,-1,25.38,-1
418,7,12,3,-1,-1,-1,33.37,-1
419,1,11,3,-1,-1,-1,20.71,-1
420,1,5,2,-1,-1,-1,10.9,-1
421,1,14,4,-1,-1,-1,25.15,-1
422,4,11,3,-1,-1,-1,26.5,-1
423,2,12,3,-1,-1,-1,24.38,-1
424,4,14,4,-1,-1,-1,31.0,-1
425,4,13,4,-1,-1,-1,30.09,-1
426,7,11,3,-1,-1,-1,35.7,-1
427,8,12,3,-1,-1,-1,39.14,-1
428,5,11,3,-1,-1,-1,26.97,-1
429,3,14,4,-1,-1,-1,29.07,-1
430,1,6,2,-1,-1,-1,11.62,-1
431,1,14,4,-1,-1,-1,22.56,-1
432,7,12,3,-1,-1,-1,36.92,-1
433,7,12,3,-1,-1,-1,34.08,-1
434,2,12,3,-1,-1,-1,21.62,-1
435,2,12,3,-1,-1,-1,22.08,-1
436,8,12,3,-1,-1,-1,38.76,-1
437,1,12,3,-1,-1,-1,19.88,-1
438,4,12,3,-1,-1,-1,26.04,-1
439,7,15,4,-1,-1,-1,37.6,-1
440,3,2,1,-1,-1,-1,10.39,-1
441,2,15,4,-1,-1,-1,26.68,-1
442,5,11,3,-1,-1,-1,30.45,-1
443,1,12,3,-1,-1,-1,20.09,-1
444,3,11,3,-1,-1,-1,24.96,-1
445,4,16,4,-1,-1,-1,33.66,-1
446,2,15,4,-1,-1,-1,25.85,-1
447,5,14,4,-1,-1,-1,33.84,-1
448,6,15,4,-1,-1,-1,34.88,-1
449,2,16,4,-1,-1,-1,28.71,-1
450,3,8,2,-1,-1,-1,20.87,-1
451,4,13,4,-1,-1,-1,31.57,-1
452,2,12,3,-1,-1,-1,23.0,-1
453,5,12,3,-1,-1,-1,28.37,-1
454,3,16,4,-1,-1,-1,33.39,-1
455,2,11,3,-1,-1,-1,20.21,-1
456,5,12,3,-1,-1,-1,32.94,-1
457,7,15,4,-1,-1,-1,40.0,-1
458,6,13,4,-1,-1,-1,36.91,-1
459,4,14,4,-1,-1,-1,32.24,-1
460,4,5,2,-1,-1,-1,16.28,-1
461,4,13,4,-1,-1,-1,29.2,-1
462,3,16,4,-1,-1,-1,33.08,-1
463,4,16,4,-1,-1,-1,35.02,-1
464,7,15,4,-1,-1,-1,40.0,-1
465,6,14,4,-1,-1,-1,35.64,-1
466,1,11,3,-1,-1,-1,19.0,-1
467,1,14,4,-1,-1,-1,23.73,-1
468,8,11,3,-1,-1,-1,39.05,-1
469,5,16,4,-1,-1,-1,36.87,-1
470,1,5,2,-1,-1,-1,9.3,-1
471,2,15,4,-1,-1,-1,28.32,-1
472,7,16,4,-1,-1,-1,45.24,-1
473,4,12,3,-1,-1,-1,29.96,-1
474,5,14,4,-1,-1,-1,31.49,-1
475,4,13,4,-1,-1,-1,30.68,-1
476,4,16,4,-1,-1,-1,34.68,-1
477,4,14,4,-1,-1,-1,28.52,-1
478,3,12,3,-1,-1,-1,24.99,-1
479,2,15,4,-1,-1,-1,28.6,-1
480,2,7,2,-1,-1,-1,14.26,-1
481,3,12,3,-1,-1,-1,26.01,-1
482,5,13,4,-1,-1,-1,28.8,-1
483,3,13,4,-1,-1,-1,28.62,-1
484,2,15,4,-1,-1,-1,29.43,-1
485,6,12,3,-1,-1,-1,36.3,-1
486,4,13,4,-1,-1,-1,28.02,-1
487,7,14,4,-1,-1,-1,39.66,-1
488,8,11,3,-1,-1,-1,35.04,-1
489,6,15,4,-1,-1,-1,40.88,-1
490,3,8,2,-1,-1,-1,19.3,-1
491,4,12,3,-1,-1,-1,27.16,-1
492,6,15,4,-1,-1,-1,40.88,-1
493,5,11,3,-1,-1,-1,27.55,-1
494,6,11,3,-1,-1,-1,30.55,-1
495,7,12,3,-1,-1,-1,37.27,-1
496,4,12,3,-1,-1,-1,26.04,-1
497,7,12,3,-1,-1,-1,35.85,-1
498,8,15,4,-1,-1,-1,42.08,-1
499,3,12,3,-1,-1,-1,27.54,-1
