id,cpu,memory,demand_time,start_time,end_time,is_run,bid,reserve
141,12,13,4,-1,-1,-1,53.96,-1
142,15,15,4,-1,-1,-1,54.6,-1
143,14,14,4,-1,-1,-1,56.0,-1
144,11,13,4,-1,-1,-1,50.29,-1
145,12,12,3,-1,-1,-1,44.16,-1
146,16,11,4,-1,-1,-1,62.15,-1
147,12,16,4,-1,-1,-1,51.3,-1
148,16,15,4,-1,-1,-1,61.25,-1
149,16,15,4,-1,-1,-1,57.5,-1
150,7,3,2,-1,-1,-1,21.34,-1
151,12,16,4,-1,-1,-1,56.16,-1
152,16,14,4,-1,-1,-1,54.9,-1
153,15,13,4,-1,-1,-1,57.0,-1
154,12,16,4,-1,-1,-1,54.0,-1
155,16,14,4,-1,-1,-1,65.88,-1
156,16,12,4,-1,-1,-1,55.1,-1
157,14,12,4,-1,-1,-1,50.35,-1
158,11,16,4,-1,-1,-1,53.56,-1
159,15,12,4,-1,-1,-1,57.72,-1
160,3,4,1,-1,-1,-1,13.37,-1
161,14,15,4,-1,-1,-1,52.9,-1
162,11,11,3,-1,-1,-1,41.8,-1
163,15,14,4,-1,-1,-1,60.84,-1
164,12,15,4,-1,-1,-1,53.55,-1
165,21,50,13,-1,-1,-1,114.75,-1
166,16,15,4,-1,-1,-1,68.75,-1
167,12,13,4,-1,-1,-1,49.01,-1
168,11,15,4,-1,-1,-1,49.0,-1
169,13,13,4,-1,-1,-1,50.44,-1
170,2,6,2,-1,-1,-1,13.86,-1
171,15,13,4,-1,-1,-1,62.13,-1
172,16,13,4,-1,-1,-1,55.34,-1
173,12,11,3,-1,-1,-1,46.97,-1
174,11,11,3,-1,-1,-1,43.12,-1
175,16,16,4,-1,-1,-1,61.44,-1
176,16,13,4,-1,-1,-1,60.09,-1
177,16,13,4,-1,-1,-1,60.09,-1
178,13,12,4,-1,-1,-1,49.99,-1
179,16,14,4,-1,-1,-1,59.78,-1
180,8,6,2,-1,-1,-1,29.29,-1
181,11,15,4,-1,-1,-1,49.0,-1
182,12,15,4,-1,-1,-1,51.45,-1
183,13,12,4,-1,-1,-1,51.01,-1
184,12,12,3,-1,-1,-1,49.44,-1
185,15,14,4,-1,-1,-1,54.41,-1
186,16,16,4,-1,-1,-1,67.2,-1
187,15,11,4,-1,-1,-1,56.7,-1
188,14,14,4,-1,-1,-1,54.88,-1
189,15,16,4,-1,-1,-1,61.5,-1
190,5,5,2,-1,-1,-1,18.4,-1
191,14,11,4,-1,-1,-1,55.11,-1
192,14,13,4,-1,-1,-1,50.69,-1
193,11,11,3,-1,-1,-1,39.6,-1
194,13,13,4,-1,-1,-1,47.84,-1
195,23,8,6,-1,-1,-1,70.89,-1
196,11,14,4,-1,-1,-1,46.56,-1
197,11,13,4,-1,-1,-1,44.18,-1
198,13,11,4,-1,-1,-1,46.55,-1
199,14,16,4,-1,-1,-1,63.13,-1
200,6,3,2,-1,-1,-1,20.48,-1
201,12,14,4,-1,-1,-1,49.98,-1
202,11,14,4,-1,-1,-1,43.65,-1
203,12,12,3,-1,-1,-1,45.12,-1
204,11,16,4,-1,-1,-1,47.38,-1
205,15,11,4,-1,-1,-1,50.76,-1
206,13,13,4,-1,-1,-1,55.64,-1
207,16,16,4,-1,-1,-1,67.2,-1
208,13,13,4,-1,-1,-1,54.08,-1
209,11,15,4,-1,-1,-1,53.0,-1
210,4,3,1,-1,-1,-1,13.77,-1
211,11,14,4,-1,-1,-1,49.47,-1
212,15,12,4,-1,-1,-1,53.84,-1
213,16,15,4,-1,-1,-1,61.88,-1
214,11,11,3,-1,-1,-1,43.12,-1
215,14,15,4,-1,-1,-1,55.77,-1
216,13,16,4,-1,-1,-1,59.33,-1
217,11,11,3,-1,-1,-1,45.76,-1
218,12,12,3,-1,-1,-1,51.84,-1
219,11,13,4,-1,-1,-1,47.47,-1
220,2,2,1,-1,-1,-1,8.24,-1
221,14,16,4,-1,-1,-1,56.05,-1
222,16,15,4,-1,-1,-1,57.5,-1
223,12,11,3,-1,-1,-1,50.69,-1
224,12,13,4,-1,-1,-1,45.05,-1
225,2,5,2,-1,-1,-1,11.62,-1
226,12,12,3,-1,-1,-1,44.64,-1
227,12,14,4,-1,-1,-1,46.92,-1
228,15,14,4,-1,-1,-1,62.01,-1
229,15,12,4,-1,-1,-1,51.06,-1
230,6,1,2,-1,-1,-1,16.66,-1
231,12,14,4,-1,-1,-1,47.94,-1
232,12,16,4,-1,-1,-1,56.7,-1
233,14,13,4,-1,-1,-1,52.32,-1
234,13,13,4,-1,-1,-1,48.36,-1
235,11,12,3,-1,-1,-1,47.77,-1
236,13,16,4,-1,-1,-1,56.5,-1
237,11,14,4,-1,-1,-1,44.13,-1
238,16,12,4,-1,-1,-1,60.9,-1
239,15,14,4,-1,-1,-1,57.91,-1
240,1,3,1,-1,-1,-1,6.51,-1
241,11,13,4,-1,-1,-1,48.41,-1
242,11,16,4,-1,-1,-1,52.02,-1
243,14,16,4,-1,-1,-1,60.77,-1
244,16,11,4,-1,-1,-1,59.33,-1
245,15,12,4,-1,-1,-1,61.05,-1
246,13,13,4,-1,-1,-1,53.56,-1
247,15,13,4,-1,-1,-1,56.43,-1
248,15,13,4,-1,-1,-1,62.13,-1
249,12,16,4,-1,-1,-1,50.76,-1
250,6,2,2,-1,-1,-1,19.08,-1
251,15,16,4,-1,-1,-1,57.2,-1
252,15,11,4,-1,-1,-1,55.62,-1
253,14,14,4,-1,-1,-1,50.4,-1
254,16,15,4,-1,-1,-1,68.12,-1
255,4,34,9,-1,-1,-1,56.73,-1
256,16,11,4,-1,-1,-1,56.5,-1
257,13,11,4,-1,-1,-1,47.53,-1
258,11,14,4,-1,-1,-1,44.62,-1
259,12,12,3,-1,-1,-1,49.44,-1
260,1,8,2,-1,-1,-1,14.21,-1
261,12,11,3,-1,-1,-1,50.69,-1
262,11,16,4,-1,-1,-1,51.5,-1
263,15,12,4,-1,-1,-1,57.72,-1
264,16,14,4,-1,-1,-1,54.9,-1
265,15,13,4,-1,-1,-1,61.56,-1
266,11,15,4,-1,-1,-1,54.5,-1
267,14,15,4,-1,-1,-1,58.65,-1
268,11,15,4,-1,-1,-1,50.5,-1
269,15,16,4,-1,-1,-1,61.5,-1
270,1,4,1,-1,-1,-1,8.33,-1
271,13,16,4,-1,-1,-1,61.59,-1
272,16,16,4,-1,-1,-1,68.48,-1
273,14,15,4,-1,-1,-1,63.25,-1
274,12,14,4,-1,-1,-1,52.53,-1
275,13,15,4,-1,-1,-1,58.85,-1
276,13,13,4,-1,-1,-1,55.64,-1
277,15,15,4,-1,-1,-1,58.8,-1
278,12,14,4,-1,-1,-1,49.98,-1
279,12,11,3,-1,-1,-1,46.97,-1
280,3,2,1,-1,-1,-1,11.55,-1
281,16,15,4,-1,-1,-1,57.5,-1
282,13,16,4,-1,-1,-1,51.98,-1
283,14,15,4,-1,-1,-1,56.92,-1
284,14,13,4,-1,-1,-1,55.05,-1
285,1,24,6,-1,-1,-1,38.12,-1
286,12,16,4,-1,-1,-1,51.3,-1
287,13,11,4,-1,-1,-1,53.41,-1
288,13,14,4,-1,-1,-1,48.69,-1
289,13,11,4,-1,-1,-1,45.57,-1
290,6,8,2,-1,-1,-1,25.92,-1
291,16,12,4,-1,-1,-1,59.74,-1
292,11,12,3,-1,-1,-1,45.5,-1
293,13,16,4,-1,-1,-1,61.02,-1
294,11,15,4,-1,-1,-1,48.0,-1
295,13,15,4,-1,-1,-1,55.0,-1
296,13,14,4,-1,-1,-1,50.82,-1
297,13,13,4,-1,-1,-1,47.32,-1
298,14,13,4,-1,-1,-1,56.13,-1
299,15,12,4,-1,-1,-1,57.16,-1
300,6,6,2,-1,-1,-1,26.4,-1
301,12,16,4,-1,-1,-1,57.78,-1
302,16,16,4,-1,-1,-1,65.28,-1
303,15,12,4,-1,-1,-1,52.17,-1
304,12,15,4,-1,-1,-1,50.92,-1
305,11,15,4,-1,-1,-1,47.5,-1
306,16,14,4,-1,-1,-1,63.44,-1
307,15,16,4,-1,-1,-1,55.97,-1
308,13,16,4,-1,-1,-1,55.94,-1
309,14,16,4,-1,-1,-1,60.18,-1
310,3,1,1,-1,-1,-1,9.18,-1
311,11,13,4,-1,-1,-1,42.3,-1
312,14,13,4,-1,-1,-1,49.59,-1
313,13,11,4,-1,-1,-1,50.96,-1
314,12,16,4,-1,-1,-1,58.86,-1
315,33,24,9,-1,-1,-1,107.84,-1
316,15,11,4,-1,-1,-1,52.38,-1
317,16,16,4,-1,-1,-1,63.36,-1
318,16,16,4,-1,-1,-1,65.28,-1
319,16,14,4,-1,-1,-1,64.05,-1
320,7,1,2,-1,-1,-1,20.71,-1
321,16,13,4,-1,-1,-1,58.91,-1
322,15,13,4,-1,-1,-1,54.15,-1
323,13,16,4,-1,-1,-1,51.41,-1
324,15,12,4,-1,-1,-1,51.62,-1
325,15,13,4,-1,-1,-1,61.56,-1
326,11,15,4,-1,-1,-1,47.5,-1
327,12,14,4,-1,-1,-1,49.47,-1
328,15,14,4,-1,-1,-1,54.41,-1
329,13,11,4,-1,-1,-1,44.59,-1
330,6,6,2,-1,-1,-1,25.68,-1
331,15,16,4,-1,-1,-1,65.19,-1
332,14,13,4,-1,-1,-1,55.59,-1
333,15,14,4,-1,-1,-1,58.5,-1
334,15,16,4,-1,-1,-1,65.81,-1
335,14,13,4,-1,-1,-1,58.86,-1
336,15,12,4,-1,-1,-1,58.83,-1
337,13,13,4,-1,-1,-1,55.64,-1
338,13,16,4,-1,-1,-1,52.55,-1
339,16,14,4,-1,-1,-1,62.22,-1
340,5,6,2,-1,-1,-1,20.43,-1
341,16,15,4,-1,-1,-1,56.88,-1
342,11,11,3,-1,-1,-1,44.88,-1
343,13,16,4,-1,-1,-1,62.15,-1
344,11,14,4,-1,-1,-1,44.13,-1
345,29,28,8,-1,-1,-1,109.92,-1
346,14,12,4,-1,-1,-1,51.41,-1
347,11,15,4,-1,-1,-1,46.0,-1
348,14,15,4,-1,-1,-1,63.25,-1
349,16,14,4,-1,-1,-1,57.34,-1
350,3,6,2,-1,-1,-1,17.49,-1
351,14,16,4,-1,-1,-1,60.18,-1
352,12,13,4,-1,-1,-1,49.5,-1
353,12,11,3,-1,-1,-1,43.25,-1
354,11,16,4,-1,-1,-1,54.08,-1
355,15,14,4,-1,-1,-1,58.5,-1
356,13,11,4,-1,-1,-1,45.57,-1
357,15,15,4,-1,-1,-1,57.0,-1
358,15,13,4,-1,-1,-1,53.01,-1
359,13,11,4,-1,-1,-1,48.51,-1
360,4,2,1,-1,-1,-1,14.04,-1
361,15,15,4,-1,-1,-1,60.6,-1
362,12,15,4,-1,-1,-1,48.3,-1
363,14,13,4,-1,-1,-1,50.69,-1
364,16,13,4,-1,-1,-1,61.29,-1
365,16,12,4,-1,-1,-1,53.36,-1
366,14,12,4,-1,-1,-1,52.47,-1
367,13,11,4,-1,-1,-1,47.04,-1
368,16,13,4,-1,-1,-1,65.45,-1
369,15,13,4,-1,-1,-1,61.56,-1
370,3,6,2,-1,-1,-1,15.67,-1
371,14,12,4,-1,-1,-1,53.53,-1
372,13,12,4,-1,-1,-1,54.54,-1
373,13,13,4,-1,-1,-1,48.36,-1
374,13,11,4,-1,-1,-1,45.57,-1
375,36,33,9,-1,-1,-1,136.71,-1
376,12,11,3,-1,-1,-1,45.1,-1
377,16,11,4,-1,-1,-1,57.06,-1
378,16,14,4,-1,-1,-1,65.88,-1
379,16,15,4,-1,-1,-1,67.5,-1
380,5,7,2,-1,-1,-1,22.54,-1
381,11,11,3,-1,-1,-1,43.56,-1
382,16,12,4,-1,-1,-1,54.52,-1
383,11,16,4,-1,-1,-1,50.98,-1
384,14,13,4,-1,-1,-1,57.23,-1
385,15,15,4,-1,-1,-1,54.6,-1
386,13,11,4,-1,-1,-1,52.43,-1
387,11,14,4,-1,-1,-1,49.47,-1
388,16,16,4,-1,-1,-1,58.88,-1
389,12,12,3,-1,-1,-1,49.44,-1
390,1,2,1,-1,-1,-1,5.39,-1
391,11,13,4,-1,-1,-1,42.3,-1
392,16,12,4,-1,-1,-1,60.9,-1
393,16,15,4,-1,-1,-1,63.12,-1
394,11,14,4,-1,-1,-1,45.11,-1
395,16,11,4,-1,-1,-1,56.5,-1
396,14,16,4,-1,-1,-1,63.13,-1
397,15,11,4,-1,-1,-1,54.54,-1
398,12,11,3,-1,-1,-1,46.5,-1
399,11,14,4,-1,-1,-1,46.07,-1
400,1,6,2,-1,-1,-1,12.54,-1
401,14,15,4,-1,-1,-1,59.23,-1
402,14,13,4,-1,-1,-1,58.32,-1
403,16,16,4,-1,-1,-1,62.72,-1
404,12,11,3,-1,-1,-1,51.15,-1
405,4,21,6,-1,-1,-1,39.01,-1
406,14,15,4,-1,-1,-1,55.2,-1
407,16,13,4,-1,-1,-1,64.26,-1
408,12,15,4,-1,-1,-1,56.7,-1
409,14,16,4,-1,-1,-1,55.46,-1
410,2,1,1,-1,-1,-1,7.09,-1
411,14,16,4,-1,-1,-1,53.69,-1
412,14,13,4,-1,-1,-1,52.87,-1
413,15,14,4,-1,-1,-1,62.01,-1
414,13,13,4,-1,-1,-1,55.64,-1
415,15,16,4,-1,-1,-1,61.5,-1
416,14,12,4,-1,-1,-1,50.35,-1
417,11,16,4,-1,-1,-1,46.87,-1
418,13,16,4,-1,-1,-1,51.98,-1
419,11,13,4,-1,-1,-1,48.88,-1
420,3,7,2,-1,-1,-1,18.72,-1
421,13,15,4,-1,-1,-1,50.05,-1
422,12,15,4,-1,-1,-1,56.7,-1
423,14,16,4,-1,-1,-1,54.28,-1
424,13,13,4,-1,-1,-1,49.92,-1
425,12,11,3,-1,-1,-1,43.71,-1
426,11,13,4,-1,-1,-1,49.35,-1
427,16,11,4,-1,-1,-1,52.55,-1
428,15,11,4,-1,-1,-1,58.86,-1
429,12,12,3,-1,-1,-1,47.52,-1
430,8,2,2,-1,-1,-1,20.7,-1
431,13,16,4,-1,-1,-1,57.63,-1
432,11,11,3,-1,-1,-1,45.76,-1
433,16,15,4,-1,-1,-1,65.0,-1
434,16,11,4,-1,-1,-1,53.11,-1
435,37,7,10,-1,-1,-1,94.76,-1
436,15,15,4,-1,-1,-1,58.2,-1
437,13,13,4,-1,-1,-1,47.84,-1
438,15,13,4,-1,-1,-1,60.99,-1
439,13,16,4,-1,-1,-1,53.67,-1
440,6,4,2,-1,-1,-1,21.84,-1
441,16,14,4,-1,-1,-1,62.83,-1
442,15,15,4,-1,-1,-1,57.0,-1
443,11,14,4,-1,-1,-1,49.95,-1
444,16,15,4,-1,-1,-1,63.12,-1
445,12,15,4,-1,-1,-1,53.02,-1
446,14,12,4,-1,-1,-1,51.41,-1
447,16,12,4,-1,-1,-1,57.42,-1
448,16,13,4,-1,-1,-1,63.67,-1
449,12,16,4,-1,-1,-1,58.32,-1
450,7,7,2,-1,-1,-1,26.32,-1
451,14,12,4,-1,-1,-1,52.47,-1
452,11,11,3,-1,-1,-1,47.96,-1
453,13,16,4,-1,-1,-1,55.37,-1
454,12,16,4,-1,-1,-1,52.38,-1
455,14,11,4,-1,-1,-1,54.59,-1
456,11,13,4,-1,-1,-1,47.94,-1
457,11,13,4,-1,-1,-1,43.71,-1
458,11,13,4,-1,-1,-1,48.88,-1
459,15,14,4,-1,-1,-1,56.74,-1
460,5,1,2,-1,-1,-1,13.02,-1
461,14,12,4,-1,-1,-1,56.18,-1
462,14,11,4,-1,-1,-1,55.11,-1
463,14,15,4,-1,-1,-1,57.5,-1
464,11,11,3,-1,-1,-1,40.04,-1
465,19,12,5,-1,-1,-1,67.47,-1
466,13,14,4,-1,-1,-1,51.89,-1
467,13,12,4,-1,-1,-1,50.5,-1
468,13,14,4,-1,-1,-1,53.5,-1
469,13,15,4,-1,-1,-1,53.9,-1
470,8,3,2,-1,-1,-1,22.05,-1
471,12,16,4,-1,-1,-1,52.38,-1
472,16,13,4,-1,-1,-1,65.45,-1
473,12,11,3,-1,-1,-1,50.69,-1
474,14,13,4,-1,-1,-1,55.05,-1
475,13,16,4,-1,-1,-1,51.98,-1
476,11,14,4,-1,-1,-1,48.98,-1
477,16,15,4,-1,-1,-1,66.88,-1
478,11,13,4,-1,-1,-1,50.29,-1
479,13,15,4,-1,-1,-1,54.45,-1
480,4,5,2,-1,-1,-1,17.32,-1
481,13,11,4,-1,-1,-1,49.49,-1
482,15,11,4,-1,-1,-1,58.32,-1
483,12,12,3,-1,-1,-1,49.92,-1
484,15,12,4,-1,-1,-1,61.05,-1
485,16,15,4,-1,-1,-1,61.88,-1
486,15,14,4,-1,-1,-1,63.77,-1
487,16,13,4,-1,-1,-1,58.31,-1
488,12,12,3,-1,-1,-1,49.44,-1
489,11,11,3,-1,-1,-1,41.8,-1
490,2,7,2,-1,-1,-1,17.05,-1
491,13,14,4,-1,-1,-1,49.76,-1
492,15,13,4,-1,-1,-1,59.85,-1
493,15,11,4,-1,-1,-1,50.76,-1
494,15,14,4,-1,-1,-1,56.74,-1
495,13,15,4,-1,-1,-1,58.85,-1
496,12,16,4,-1,-1,-1,51.3,-1
497,14,13,4,-1,-1,-1,52.87,-1
498,16,12,4,-1,-1,-1,61.48,-1
499,15,11,4,-1,-1,-1,58.86,-1
