id,cpu,memory,demand_time,start_time,end_time,is_run,bid,reserve
107,16,14,4,-1,-1,-1,57.95,-1
108,14,11,4,-1,-1,-1,53.05,-1
109,16,16,4,-1,-1,-1,67.84,-1
110,8,8,2,-1,-1,-1,32.0,-1
111,12,12,3,-1,-1,-1,49.44,-1
112,14,13,4,-1,-1,-1,53.41,-1
113,16,16,4,-1,-1,-1,69.76,-1
114,15,16,4,-1,-1,-1,65.19,-1
115,11,16,4,-1,-1,-1,49.95,-1
116,12,11,3,-1,-1,-1,42.78,-1
117,14,16,4,-1,-1,-1,56.05,-1
118,14,12,4,-1,-1,-1,57.24,-1
119,12,12,3,-1,-1,-1,45.12,-1
120,3,4,1,-1,-1,-1,14.04,-1
121,12,13,4,-1,-1,-1,49.99,-1
122,16,12,4,-1,-1,-1,52.78,-1
123,14,16,4,-1,-1,-1,57.82,-1
124,12,14,4,-1,-1,-1,48.45,-1
125,12,13,4,-1,-1,-1,45.54,-1
126,12,11,3,-1,-1,-1,46.03,-1
127,11,11,3,-1,-1,-1,44.44,-1
128,12,11,3,-1,-1,-1,47.43,-1
129,13,11,4,-1,-1,-1,51.94,-1
130,5,3,2,-1,-1,-1,17.51,-1
131,11,11,3,-1,-1,-1,41.36,-1
132,12,13,4,-1,-1,-1,48.02,-1
133,16,12,4,-1,-1,-1,54.52,-1
134,14,13,4,-1,-1,-1,57.77,-1
135,35,20,9,-1,-1,-1,118.67,-1
136,13,11,4,-1,-1,-1,51.94,-1
137,11,13,4,-1,-1,-1,50.29,-1
138,12,14,4,-1,-1,-1,48.96,-1
139,16,13,4,-1,-1,-1,56.52,-1
140,2,4,1,-1,-1,-1,10.78,-1
141,11,11,3,-1,-1,-1,40.92,-1
142,15,13,4,-1,-1,-1,52.44,-1
143,11,16,4,-1,-1,-1,54.59,-1
144,16,14,4,-1,-1,-1,64.05,-1
145,12,16,4,-1,-1,-1,58.86,-1
146,12,16,4,-1,-1,-1,58.32,-1
147,15,16,4,-1,-1,-1,61.5,-1
148,14,13,4,-1,-1,-1,57.23,-1
149,13,15,4,-1,-1,-1,55.55,-1
150,5,8,2,-1,-1,-1,26.46,-1
151,11,13,4,-1,-1,-1,47.94,-1
152,13,12,4,-1,-1,-1,48.48,-1
153,11,16,4,-1,-1,-1,52.53,-1
154,16,11,4,-1,-1,-1,55.94,-1
155,16,15,4,-1,-1,-1,67.5,-1
156,16,11,4,-1,-1,-1,53.67,-1
157,14,11,4,-1,-1,-1,47.9,-1
158,14,13,4,-1,-1,-1,55.05,-1
159,15,11,4,-1,-1,-1,54.54,-1
160,5,4,2,-1,-1,-1,20.35,-1
161,15,16,4,-1,-1,-1,63.96,-1
162,12,12,3,-1,-1,-1,46.08,-1
163,13,12,4,-1,-1,-1,55.05,-1
164,13,13,4,-1,-1,-1,48.36,-1
165,45,16,12,-1,-1,-1,144.69,-1
166,11,11,3,-1,-1,-1,47.08,-1
167,16,13,4,-1,-1,-1,60.69,-1
168,14,15,4,-1,-1,-1,58.08,-1
169,12,11,3,-1,-1,-1,44.17,-1
170,3,3,1,-1,-1,-1,10.92,-1
171,15,16,4,-1,-1,-1,55.97,-1
172,14,11,4,-1,-1,-1,46.87,-1
173,16,14,4,-1,-1,-1,60.39,-1
174,16,16,4,-1,-1,-1,65.28,-1
175,12,16,4,-1,-1,-1,54.54,-1
176,15,16,4,-1,-1,-1,65.19,-1
177,12,14,4,-1,-1,-1,47.43,-1
178,12,12,3,-1,-1,-1,45.6,-1
179,13,16,4,-1,-1,-1,59.89,-1
180,7,6,2,-1,-1,-1,28.89,-1
181,16,11,4,-1,-1,-1,54.8,-1
182,15,13,4,-1,-1,-1,58.14,-1
183,16,11,4,-1,-1,-1,57.63,-1
184,13,11,4,-1,-1,-1,45.08,-1
185,11,13,4,-1,-1,-1,47.94,-1
186,13,12,4,-1,-1,-1,45.95,-1
187,13,11,4,-1,-1,-1,52.92,-1
188,16,12,4,-1,-1,-1,52.78,-1
189,16,14,4,-1,-1,-1,61.0,-1
190,2,8,2,-1,-1,-1,18.53,-1
191,14,11,4,-1,-1,-1,55.62,-1
192,11,12,3,-1,-1,-1,47.77,-1
193,14,11,4,-1,-1,-1,53.56,-1
194,15,11,4,-1,-1,-1,50.76,-1
195,37,19,10,-1,-1,-1,112.53,-1
196,12,12,3,-1,-1,-1,45.6,-1
197,13,14,4,-1,-1,-1,58.85,-1
198,15,13,4,-1,-1,-1,51.87,-1
199,11,14,4,-1,-1,-1,47.53,-1
200,4,1,1,-1,-1,-1,12.31,-1
201,16,11,4,-1,-1,-1,55.37,-1
202,16,16,4,-1,-1,-1,63.36,-1
203,13,11,4,-1,-1,-1,52.92,-1
204,15,15,4,-1,-1,-1,61.8,-1
205,14,14,4,-1,-1,-1,52.08,-1
206,14,12,4,-1,-1,-1,53.53,-1
207,16,16,4,-1,-1,-1,60.16,-1
208,11,12,3,-1,-1,-1,45.5,-1
209,15,15,4,-1,-1,-1,55.8,-1
210,5,3,2,-1,-1,-1,18.02,-1
211,16,15,4,-1,-1,-1,59.38,-1
212,12,15,4,-1,-1,-1,51.45,-1
213,15,14,4,-1,-1,-1,57.33,-1
214,16,11,4,-1,-1,-1,51.98,-1
215,12,11,3,-1,-1,-1,49.29,-1
216,14,15,4,-1,-1,-1,61.53,-1
217,15,12,4,-1,-1,-1,53.84,-1
218,13,15,4,-1,-1,-1,50.05,-1
219,14,15,4,-1,-1,-1,60.95,-1
220,8,2,2,-1,-1,-1,23.69,-1
221,13,14,4,-1,-1,-1,55.64,-1
222,14,13,4,-1,-1,-1,53.95,-1
223,12,16,4,-1,-1,-1,58.32,-1
224,16,12,4,-1,-1,-1,56.26,-1
225,38,1,10,-1,-1,-1,89.75,-1
226,12,15,4,-1,-1,-1,57.23,-1
227,13,11,4,-1,-1,-1,48.51,-1
228,13,15,4,-1,-1,-1,54.45,-1
229,12,14,4,-1,-1,-1,45.9,-1
230,7,2,2,-1,-1,-1,19.27,-1
231,13,11,4,-1,-1,-1,44.59,-1
232,15,15,4,-1,-1,-1,59.4,-1
233,13,14,4,-1,-1,-1,49.22,-1
234,16,15,4,-1,-1,-1,61.25,-1
235,12,13,4,-1,-1,-1,48.51,-1
236,11,11,3,-1,-1,-1,40.48,-1
237,11,15,4,-1,-1,-1,49.5,-1
238,14,14,4,-1,-1,-1,53.76,-1
239,16,11,4,-1,-1,-1,51.41,-1
240,4,7,2,-1,-1,-1,18.66,-1
241,13,15,4,-1,-1,-1,59.4,-1
242,13,11,4,-1,-1,-1,52.43,-1
243,16,14,4,-1,-1,-1,61.0,-1
244,15,14,4,-1,-1,-1,55.57,-1
245,16,13,4,-1,-1,-1,55.34,-1
246,12,12,3,-1,-1,-1,45.12,-1
247,12,11,3,-1,-1,-1,46.03,-1
248,14,14,4,-1,-1,-1,50.96,-1
249,13,12,4,-1,-1,-1,55.05,-1
250,3,4,1,-1,-1,-1,14.04,-1
251,15,11,4,-1,-1,-1,48.6,-1
252,13,14,4,-1,-1,-1,48.69,-1
253,16,16,4,-1,-1,-1,65.28,-1
254,15,11,4,-1,-1,-1,58.32,-1
255,2,5,2,-1,-1,-1,13.0,-1
256,11,14,4,-1,-1,-1,43.65,-1
257,16,11,4,-1,-1,-1,61.59,-1
258,15,11,4,-1,-1,-1,55.08,-1
259,15,12,4,-1,-1,-1,59.39,-1
260,5,5,2,-1,-1,-1,20.2,-1
261,12,15,4,-1,-1,-1,47.77,-1
262,12,11,3,-1,-1,-1,47.43,-1
263,13,13,4,-1,-1,-1,55.12,-1
264,13,12,4,-1,-1,-1,55.05,-1
265,15,11,4,-1,-1,-1,57.78,-1
266,15,15,4,-1,-1,-1,59.4,-1
267,15,16,4,-1,-1,-1,61.5,-1
268,14,16,4,-1,-1,-1,58.41,-1
269,14,12,4,-1,-1,-1,55.65,-1
270,3,8,2,-1,-1,-1,21.06,-1
271,13,16,4,-1,-1,-1,55.94,-1
272,13,11,4,-1,-1,-1,46.55,-1
273,13,13,4,-1,-1,-1,55.64,-1
274,15,13,4,-1,-1,-1,53.01,-1
275,16,14,4,-1,-1,-1,65.27,-1
276,12,15,4,-1,-1,-1,53.55,-1
277,12,14,4,-1,-1,-1,46.92,-1
278,13,16,4,-1,-1,-1,57.06,-1
279,12,11,3,-1,-1,-1,46.97,-1
280,6,8,2,-1,-1,-1,27.54,-1
281,15,14,4,-1,-1,-1,57.91,-1
282,13,12,4,-1,-1,-1,53.53,-1
283,14,12,4,-1,-1,-1,54.06,-1
284,12,11,3,-1,-1,-1,46.97,-1
285,13,38,10,-1,-1,-1,85.92,-1
286,14,16,4,-1,-1,-1,56.05,-1
287,12,15,4,-1,-1,-1,51.98,-1
288,15,14,4,-1,-1,-1,63.77,-1
289,12,16,4,-1,-1,-1,50.76,-1
290,1,3,1,-1,-1,-1,7.63,-1
291,12,15,4,-1,-1,-1,48.83,-1
292,11,13,4,-1,-1,-1,43.71,-1
293,13,15,4,-1,-1,-1,54.45,-1
294,11,13,4,-1,-1,-1,51.23,-1
295,16,11,4,-1,-1,-1,54.8,-1
296,14,15,4,-1,-1,-1,51.75,-1
297,15,12,4,-1,-1,-1,51.62,-1
298,12,11,3,-1,-1,-1,51.15,-1
299,14,13,4,-1,-1,-1,49.05,-1
300,4,1,1,-1,-1,-1,11.96,-1
301,14,16,4,-1,-1,-1,63.72,-1
302,13,16,4,-1,-1,-1,54.24,-1
303,15,13,4,-1,-1,-1,53.01,-1
304,15,11,4,-1,-1,-1,57.78,-1
305,11,13,4,-1,-1,-1,45.12,-1
306,11,14,4,-1,-1,-1,44.13,-1
307,15,13,4,-1,-1,-1,58.14,-1
308,14,16,4,-1,-1,-1,64.31,-1
309,12,16,4,-1,-1,-1,56.16,-1
310,3,1,1,-1,-1,-1,8.82,-1
311,15,15,4,-1,-1,-1,61.2,-1
312,12,13,4,-1,-1,-1,52.97,-1
313,13,14,4,-1,-1,-1,54.57,-1
314,14,15,4,-1,-1,-1,59.23,-1
315,36,41,11,-1,-1,-1,165.14,-1
316,11,16,4,-1,-1,-1,47.38,-1
317,14,13,4,-1,-1,-1,51.77,-1
318,16,16,4,-1,-1,-1,62.08,-1
319,14,13,4,-1,-1,-1,57.77,-1
320,1,5,2,-1,-1,-1,9.5,-1
321,14,14,4,-1,-1,-1,54.88,-1
322,13,15,4,-1,-1,-1,59.95,-1
323,14,14,4,-1,-1,-1,52.64,-1
324,15,13,4,-1,-1,-1,59.85,-1
325,14,16,4,-1,-1,-1,61.95,-1
326,12,15,4,-1,-1,-1,56.7,-1
327,13,11,4,-1,-1,-1,47.53,-1
328,15,13,4,-1,-1,-1,59.28,-1
329,15,11,4,-1,-1,-1,50.22,-1
330,1,7,2,-1,-1,-1,13.13,-1
331,15,14,4,-1,-1,-1,59.09,-1
332,14,11,4,-1,-1,-1,50.47,-1
333,12,14,4,-1,-1,-1,54.06,-1
334,13,13,4,-1,-1,-1,52.52,-1
335,13,11,4,-1,-1,-1,52.43,-1
336,16,13,4,-1,-1,-1,57.12,-1
337,15,16,4,-1,-1,-1,57.81,-1
338,13,14,4,-1,-1,-1,52.96,-1
339,16,13,4,-1,-1,-1,64.86,-1
340,3,7,2,-1,-1,-1,16.74,-1
341,14,14,4,-1,-1,-1,52.64,-1
342,14,12,4,-1,-1,-1,52.47,-1
343,15,15,4,-1,-1,-1,55.8,-1
344,12,16,4,-1,-1,-1,58.32,-1
345,9,29,8,-1,-1,-1,67.98,-1
346,14,11,4,-1,-1,-1,47.38,-1
347,11,11,3,-1,-1,-1,42.24,-1
348,13,16,4,-1,-1,-1,51.41,-1
349,13,14,4,-1,-1,-1,51.36,-1
350,5,1,2,-1,-1,-1,13.58,-1
351,14,12,4,-1,-1,-1,49.29,-1
352,14,14,4,-1,-1,-1,61.6,-1
353,13,13,4,-1,-1,-1,47.84,-1
354,14,12,4,-1,-1,-1,50.35,-1
355,14,11,4,-1,-1,-1,53.56,-1
356,11,13,4,-1,-1,-1,50.29,-1
357,11,15,4,-1,-1,-1,50.5,-1
358,13,14,4,-1,-1,-1,57.78,-1
359,13,13,4,-1,-1,-1,53.04,-1
360,4,8,2,-1,-1,-1,22.0,-1
361,15,12,4,-1,-1,-1,51.06,-1
362,14,11,4,-1,-1,-1,49.44,-1
363,11,13,4,-1,-1,-1,46.53,-1
364,13,13,4,-1,-1,-1,51.48,-1
365,16,15,4,-1,-1,-1,65.62,-1
366,12,12,3,-1,-1,-1,52.32,-1
367,13,13,4,-1,-1,-1,51.48,-1
368,13,12,4,-1,-1,-1,53.03,-1
369,12,15,4,-1,-1,-1,56.18,-1
370,2,5,2,-1,-1,-1,12.5,-1
371,15,15,4,-1,-1,-1,57.6,-1
372,12,14,4,-1,-1,-1,46.92,-1
373,14,12,4,-1,-1,-1,50.35,-1
374,12,15,4,-1,-1,-1,53.55,-1
375,1,8,2,-1,-1,-1,13.49,-1
376,11,12,3,-1,-1,-1,46.41,-1
377,14,12,4,-1,-1,-1,48.76,-1
378,12,13,4,-1,-1,-1,46.04,-1
379,15,11,4,-1,-1,-1,49.14,-1
380,4,5,2,-1,-1,-1,16.28,-1
381,14,13,4,-1,-1,-1,55.05,-1
382,11,15,4,-1,-1,-1,48.5,-1
383,11,15,4,-1,-1,-1,51.5,-1
384,16,15,4,-1,-1,-1,65.0,-1
385,12,13,4,-1,-1,-1,46.04,-1
386,16,16,4,-1,-1,-1,63.36,-1
387,11,14,4,-1,-1,-1,44.62,-1
388,14,14,4,-1,-1,-1,55.44,-1
389,12,15,4,-1,-1,-1,54.08,-1
390,6,4,2,-1,-1,-1,21.84,-1
391,15,16,4,-1,-1,-1,57.2,-1
392,11,11,3,-1,-1,-1,42.24,-1
393,13,11,4,-1,-1,-1,45.08,-1
394,15,13,4,-1,-1,-1,57.57,-1
395,11,15,4,-1,-1,-1,48.5,-1
396,15,16,4,-1,-1,-1,56.58,-1
397,14,15,4,-1,-1,-1,62.68,-1
398,12,13,4,-1,-1,-1,45.54,-1
399,15,11,4,-1,-1,-1,49.14,-1
400,2,1,1,-1,-1,-1,6.24,-1
401,13,13,4,-1,-1,-1,48.36,-1
402,13,13,4,-1,-1,-1,56.68,-1
403,12,12,3,-1,-1,-1,50.88,-1
404,12,15,4,-1,-1,-1,48.83,-1
405,47,19,12,-1,-1,-1,138.7,-1
406,14,12,4,-1,-1,-1,56.18,-1
407,14,12,4,-1,-1,-1,55.65,-1
408,13,13,4,-1,-1,-1,50.96,-1
409,14,12,4,-1,-1,-1,56.71,-1
410,4,2,1,-1,-1,-1,13.52,-1
411,11,12,3,-1,-1,-1,46.87,-1
412,15,12,4,-1,-1,-1,55.5,-1
413,15,11,4,-1,-1,-1,54.0,-1
414,16,12,4,-1,-1,-1,53.36,-1
415,11,15,4,-1,-1,-1,54.5,-1
416,14,11,4,-1,-1,-1,52.02,-1
417,14,12,4,-1,-1,-1,54.06,-1
418,11,12,3,-1,-1,-1,46.41,-1
419,14,14,4,-1,-1,-1,56.56,-1
420,2,8,2,-1,-1,-1,16.15,-1
421,16,13,4,-1,-1,-1,55.34,-1
422,12,12,3,-1,-1,-1,48.48,-1
423,12,16,4,-1,-1,-1,49.14,-1
424,16,13,4,-1,-1,-1,59.5,-1
425,11,13,4,-1,-1,-1,47.94,-1
426,15,16,4,-1,-1,-1,67.04,-1
427,16,15,4,-1,-1,-1,63.75,-1
428,16,16,4,-1,-1,-1,58.24,-1
429,13,14,4,-1,-1,-1,57.78,-1
430,1,3,1,-1,-1,-1,7.07,-1
431,13,12,4,-1,-1,-1,52.52,-1
432,11,15,4,-1,-1,-1,47.0,-1
433,14,15,4,-1,-1,-1,57.5,-1
434,16,14,4,-1,-1,-1,57.95,-1
435,2,10,3,-1,-1,-1,19.2,-1
436,13,11,4,-1,-1,-1,44.59,-1
437,13,16,4,-1,-1,-1,57.63,-1
438,13,13,4,-1,-1,-1,50.96,-1
439,13,14,4,-1,-1,-1,51.89,-1
440,6,5,2,-1,-1,-1,22.05,-1
441,16,14,4,-1,-1,-1,63.44,-1
442,16,11,4,-1,-1,-1,62.15,-1
443,14,13,4,-1,-1,-1,59.41,-1
444,14,15,4,-1,-1,-1,57.5,-1
445,11,13,4,-1,-1,-1,51.23,-1
446,16,13,4,-1,-1,-1,64.26,-1
447,15,12,4,-1,-1,-1,60.5,-1
448,15,13,4,-1,-1,-1,62.7,-1
449,15,14,4,-1,-1,-1,62.6,-1
450,2,2,1,-1,-1,-1,7.28,-1
451,14,11,4,-1,-1,-1,51.5,-1
452,12,13,4,-1,-1,-1,50.98,-1
453,16,14,4,-1,-1,-1,57.95,-1
454,13,14,4,-1,-1,-1,54.04,-1
455,13,15,4,-1,-1,-1,50.6,-1
456,13,15,4,-1,-1,-1,59.4,-1
457,12,16,4,-1,-1,-1,51.84,-1
458,11,12,3,-1,-1,-1,49.14,-1
459,12,11,3,-1,-1,-1,50.69,-1
460,4,6,2,-1,-1,-1,17.67,-1
461,12,12,3,-1,-1,-1,48.0,-1
462,11,13,4,-1,-1,-1,50.76,-1
463,14,11,4,-1,-1,-1,47.38,-1
464,13,13,4,-1,-1,-1,53.04,-1
465,30,9,8,-1,-1,-1,89.39,-1
466,14,13,4,-1,-1,-1,52.32,-1
467,13,11,4,-1,-1,-1,48.51,-1
468,15,11,4,-1,-1,-1,53.46,-1
469,16,14,4,-1,-1,-1,65.88,-1
470,2,6,2,-1,-1,-1,14.56,-1
471,12,15,4,-1,-1,-1,53.55,-1
472,12,15,4,-1,-1,-1,50.92,-1
473,12,14,4,-1,-1,-1,53.55,-1
474,13,16,4,-1,-1,-1,61.59,-1
475,13,11,4,-1,-1,-1,51.94,-1
476,11,15,4,-1,-1,-1,51.0,-1
477,12,14,4,-1,-1,-1,48.96,-1
478,13,13,4,-1,-1,-1,48.36,-1
479,12,15,4,-1,-1,-1,52.5,-1
480,7,6,2,-1,-1,-1,27.3,-1
481,13,11,4,-1,-1,-1,49.49,-1
482,11,14,4,-1,-1,-1,50.93,-1
483,14,13,4,-1,-1,-1,53.41,-1
484,14,14,4,-1,-1,-1,54.88,-1
485,14,15,4,-1,-1,-1,60.95,-1
486,12,13,4,-1,-1,-1,53.46,-1
487,12,11,3,-1,-1,-1,50.22,-1
488,14,11,4,-1,-1,-1,47.9,-1
489,16,11,4,-1,-1,-1,57.06,-1
490,8,1,2,-1,-1,-1,22.79,-1
491,15,12,4,-1,-1,-1,52.72,-1
492,14,11,4,-1,-1,-1,51.5,-1
493,12,11,3,-1,-1,-1,49.76,-1
494,14,16,4,-1,-1,-1,56.05,-1
495,44,4,11,-1,-1,-1,111.36,-1
496,15,13,4,-1,-1,-1,57.0,-1
497,15,11,4,-1,-1,-1,57.78,-1
498,16,12,4,-1,-1,-1,58.58,-1
499,16,14,4,-1,-1,-1,62.22,-1
